SEMA3F_ADRA2A
CX3CL1_ERBB2
CX3CL1_EPHB2
CX3CL1_NOTCH1
CX3CL1_NOTCH2
CX3CL1_ITGB5
CX3CL1_ITGA4
CX3CL1_CD44
CX3CL1_LRP2
CX3CL1_ITGB1
CX3CL1_LRP1
CX3CL1_SDC2
CX3CL1_ITGAM
CX3CL1_LRP6
CX3CL1_LRP5
CX3CL1_ACVR1
CX3CL1_ITGB3
CX3CL1_ITGAV
CX3CL1_ITGA1
CX3CL1_ITGA2
CX3CL1_CSF1R
CX3CL1_ITGA5
CX3CL1_CD93
CX3CL1_LDLR
CX3CL1_SELL
CX3CL1_VLDLR
CX3CL1_TLR4
CX3CL1_ACVR2B
CX3CL1_ACVR1B
CX3CL1_BMPR2
CX3CL1_BMPR1A
CX3CL1_BMPR1B
CX3CL1_ITGA3
CX3CL1_ACVR2A
CX3CL1_GPC1
CX3CL1_ITGA9
HEBP1_NRP1
HEBP1_EGFR
HEBP1_ERBB4
HEBP1_ITGB2
HEBP1_FGFR2
HEBP1_FGFR4
HEBP1_FGFR1
HEBP1_PTH1R
HEBP1_ADCYAP1R1
HEBP1_RAMP2
HEBP1_VIPR1
HEBP1_RAMP3
HEBP1_GPR20
HEBP1_ADRB2
HEBP1_ADRB3
HEBP1_TSHR
HEBP1_GPR84
HEBP1_ERBB2
HEBP1_ITGB5
HEBP1_ALK
HEBP1_ITGA4
HEBP1_CD44
HEBP1_CXCR4
HEBP1_LRP2
HEBP1_ITGB1
HEBP1_LGR4
HEBP1_LGR5
HEBP1_LRP1
HEBP1_CCR2
HEBP1_SDC2
HEBP1_DPP4
HEBP1_ITGAM
HEBP1_LRP6
HEBP1_LRP5
HEBP1_ITGB3
HEBP1_ITGAV
HEBP1_CAV1
HEBP1_CD36
HEBP1_SDC1
HEBP1_ITGA1
HEBP1_ITGA2
HEBP1_FZD8
HEBP1_FZD5
HEBP1_CCR1
HEBP1_CCR5
HEBP1_ITGA5
HEBP1_LDLR
HEBP1_TLR2
HEBP1_SELL
HEBP1_SDC4
HEBP1_VLDLR
HEBP1_CALCR
HEBP1_TLR4
HEBP1_FZD4
HEBP1_ACVR2B
HEBP1_BMPR2
HEBP1_SDC3
HEBP1_IL1RL2
HEBP1_INSR
HEBP1_FPR2
HEBP1_FPR1
HEBP1_ITGA9
DCN_NRP1
DCN_NRP2
DCN_ADRA2A
DCN_GRM7
DCN_SORT1
DCN_ITGAL
DCN_ITGB2
DCN_FGFR2
DCN_FGFR4
DCN_FGFR1
DCN_FGFR3
DCN_ADRB2
DCN_TSHR
DCN_ERBB2
DCN_NOTCH1
DCN_NOTCH2
DCN_NOTCH3
DCN_ITGB5
DCN_ITGA4
DCN_CD44
DCN_LIFR
DCN_IL6ST
DCN_LRP2
DCN_ITGB1
DCN_LRP1
DCN_ITGAM
DCN_LRP6
DCN_ACVR1
DCN_ITGB3
DCN_ITGB6
DCN_ITGAV
DCN_ITGB8
DCN_ST14
DCN_ITGA6
DCN_ITGA1
DCN_ITGA2
DCN_ITGA5
DCN_CD93
DCN_KDR
DCN_ITGA2B
DCN_LDLR
DCN_TLR2
DCN_SELL
DCN_ERBB3
DCN_VLDLR
DCN_TLR4
DCN_TEK
DCN_ABCA1
DCN_ACVR2B
DCN_BMPR2
DCN_BMPR1A
DCN_BMPR1B
DCN_CR1
DCN_SORL1
DCN_TLR1
DCN_INSR
DCN_NRXN1
DCN_ITGA3
DCN_ACVR2A
DCN_GPC1
DCN_ITGA9
GRN_NRP1
GRN_NRP2
GRN_GRM7
GRN_ERBB4
GRN_ITGAL
GRN_ITGB2
GRN_CD209
GRN_FGFR1
GRN_ADRB2
GRN_ERBB2
GRN_NOTCH1
GRN_NOTCH4
GRN_NOTCH2
GRN_NOTCH3
GRN_ITGB5
GRN_ITGA4
GRN_CD44
GRN_LRP2
GRN_ITGB1
GRN_LRP1
GRN_SDC2
GRN_ITGAM
GRN_LRP6
GRN_LRP5
GRN_SMAD3
GRN_ITGB3
GRN_ITGB6
GRN_ITGAV
GRN_CAV1
GRN_SDC1
GRN_ST14
GRN_ITGA6
GRN_ITGA1
GRN_ITGA2
GRN_PLAUR
GRN_ITGA5
GRN_CD93
GRN_ITGA8
GRN_ITGA2B
GRN_LDLR
GRN_TLR2
GRN_SELL
GRN_SELP
GRN_SDC4
GRN_ERBB3
GRN_VLDLR
GRN_TLR4
GRN_BMPR2
GRN_SORL1
GRN_ITGA3
GRN_NGFR
GRN_ITGB4
GRN_GPC1
GRN_ITGA9
UTS2_ADRA2A
UTS2_MTNR1A
UTS2_GRM7
UTS2_EGFR
UTS2_PTH1R
UTS2_ADCYAP1R1
UTS2_RAMP2
UTS2_VIPR1
UTS2_RAMP3
UTS2_GPR20
UTS2_ADRB2
UTS2_ADRB3
UTS2_TSHR
UTS2_GPR84
UTS2_CXCR4
UTS2_CXCR2
UTS2_LRP2
UTS2_ITGB1
UTS2_LRP1
UTS2_CCR2
UTS2_CCR4
UTS2_DPP4
UTS2_ACKR2
UTS2_ACKR1
UTS2_CCR8
UTS2_CCR1
UTS2_CCR5
UTS2_CCR10
UTS2_CCR3
UTS2_ACKR4
UTS2_CXCR3
UTS2_CCR9
UTS2_CXCR1
UTS2_IL2RG
UTS2_IL10RB
UTS2_CALCR
UTS2_RAMP1
UTS2_GALR2
UTS2_RXFP3
ICAM3_PLXNA1
ICAM3_NRP1
ICAM3_NRP2
ICAM3_ADRA2A
ICAM3_MTNR1A
ICAM3_GRM7
ICAM3_EGFR
ICAM3_MET
ICAM3_ERBB4
ICAM3_TNFRSF1A
ICAM3_SORT1
ICAM3_SELE
ICAM3_FGFR2
ICAM3_FGFR4
ICAM3_FGFR1
ICAM3_FGFR3
ICAM3_DCC
ICAM3_NEO1
ICAM3_ADRB2
ICAM3_TSHR
ICAM3_ERBB2
ICAM3_EPHB2
ICAM3_EPHA6
ICAM3_NOTCH1
ICAM3_NOTCH4
ICAM3_NOTCH2
ICAM3_NOTCH3
ICAM3_PLXNB2
ICAM3_ITGB5
ICAM3_ALK
ICAM3_EPHA1
ICAM3_ITGA4
ICAM3_CD44
ICAM3_ITGB7
ICAM3_IL6ST
ICAM3_LRP2
ICAM3_ITGB1
ICAM3_IGF2R
ICAM3_LRP1
ICAM3_SDC2
ICAM3_ASGR1
ICAM3_ITGAM
ICAM3_LRP6
ICAM3_LRP5
ICAM3_ACVR1
ICAM3_SMAD3
ICAM3_ITGB3
ICAM3_ITGB6
ICAM3_ITGAV
ICAM3_CAV1
ICAM3_ITGB8
ICAM3_SDC1
ICAM3_ST14
ICAM3_ITGA7
ICAM3_ITGA6
ICAM3_ITGA1
ICAM3_ITGA2
ICAM3_PLAUR
ICAM3_CSF1R
ICAM3_ITGA5
ICAM3_CD93
ICAM3_FLT4
ICAM3_ITGA8
ICAM3_KDR
ICAM3_ITGA2B
ICAM3_LDLR
ICAM3_TLR2
ICAM3_SELL
ICAM3_SELP
ICAM3_SDC4
ICAM3_TFRC
ICAM3_ERBB3
ICAM3_VLDLR
ICAM3_TLR4
ICAM3_ABCA1
ICAM3_ACVR2B
ICAM3_ACVR1B
ICAM3_BMPR2
ICAM3_BMPR1A
ICAM3_BMPR1B
ICAM3_RET
ICAM3_ITGAX
ICAM3_CR1
ICAM3_SORL1
ICAM3_LRP4
ICAM3_HHIP
ICAM3_CDON
ICAM3_INSR
ICAM3_NRXN1
ICAM3_FLT1
ICAM3_TIE1
ICAM3_NRXN3
ICAM3_ITGA3
ICAM3_NGFR
ICAM3_ITGB4
ICAM3_ACVR2A
ICAM3_APLP2
ICAM3_GPC1
ICAM3_ITGA9
ICAM3_PLXNB1
CEACAM1_NRP1
CEACAM1_GRM7
CEACAM1_MET
CEACAM1_ERBB4
CEACAM1_CLEC4M
CEACAM1_ITGB2
CEACAM1_FGFR2
CEACAM1_FGFR1
CEACAM1_ERBB2
CEACAM1_NOTCH1
CEACAM1_NOTCH2
CEACAM1_NOTCH3
CEACAM1_ITGB5
CEACAM1_ITGA4
CEACAM1_CD44
CEACAM1_ITGB7
CEACAM1_LRP2
CEACAM1_ITGB1
CEACAM1_LRP1
CEACAM1_SDC2
CEACAM1_ITGAM
CEACAM1_LRP6
CEACAM1_ITGB3
CEACAM1_ITGB6
CEACAM1_ITGAV
CEACAM1_CAV1
CEACAM1_CD1D
CEACAM1_ITGA6
CEACAM1_ITGA1
CEACAM1_ITGA2
CEACAM1_PLAUR
CEACAM1_ITGA5
CEACAM1_CD93
CEACAM1_ITGA2B
CEACAM1_LDLR
CEACAM1_TLR2
CEACAM1_SELL
CEACAM1_SELP
CEACAM1_SDC4
CEACAM1_ERBB3
CEACAM1_VLDLR
CEACAM1_TLR4
CEACAM1_BMPR2
CEACAM1_NRXN1
CEACAM1_ITGA3
CEACAM1_NGFR
CEACAM1_GPC1
CEACAM1_ITGA9
PRLH_ADRA2A
PRLH_MTNR1A
PRLH_GRM7
PRLH_EGFR
PRLH_PTH1R
PRLH_ADCYAP1R1
PRLH_RAMP2
PRLH_VIPR1
PRLH_RAMP3
PRLH_GPR20
PRLH_ADRB2
PRLH_ADRB3
PRLH_TSHR
PRLH_GPR84
PRLH_CXCR4
PRLH_CXCR2
PRLH_LRP2
PRLH_LRP1
PRLH_CCR2
PRLH_DPP4
PRLH_ACKR2
PRLH_ACKR1
PRLH_CCR1
PRLH_CCR5
PRLH_CCR10
PRLH_CCR3
PRLH_ACKR4
PRLH_CXCR3
PRLH_CXCR1
PRLH_CALCR
PRLH_RAMP1
PRLH_SDC3
PRLH_CRHR2
PRLH_MC2R
PRLH_NPBWR2
PRLH_NPBWR1
PRLH_MC3R
PRLH_TACR1
PRLH_XCR1
FGF4_NRP2
FGF4_ADRA2A
FGF4_MTNR1A
FGF4_GRM7
FGF4_EGFR
FGF4_ERBB4
FGF4_ITGB2
FGF4_ADRB2
FGF4_ADRB3
FGF4_TSHR
FGF4_ERBB2
FGF4_NOTCH1
FGF4_ITGB5
FGF4_CD44
FGF4_LRP2
FGF4_ITGB1
FGF4_LRP1
FGF4_SDC2
FGF4_DPP4
FGF4_LRP6
FGF4_LRP5
FGF4_ITGB3
FGF4_ITGAV
FGF4_SDC1
FGF4_LDLR
FGF4_SDC4
FGF4_VLDLR
FGF4_TLR4
FGF4_ACVR2B
FGF4_BMPR2
FGF4_INSR
FGF4_ACVR2A
ST6GAL1_NRP1
ST6GAL1_GRM7
ST6GAL1_MET
ST6GAL1_ERBB4
ST6GAL1_ITGB2
ST6GAL1_FGFR2
ST6GAL1_FGFR4
ST6GAL1_FGFR1
ST6GAL1_FGFR3
ST6GAL1_ERBB2
ST6GAL1_ITGB5
ST6GAL1_ITGA4
ST6GAL1_CD44
ST6GAL1_LRP2
ST6GAL1_ITGB1
ST6GAL1_LRP1
ST6GAL1_SDC2
ST6GAL1_ITGAM
ST6GAL1_LRP6
ST6GAL1_ACVR1
ST6GAL1_ITGB3
ST6GAL1_ITGAV
ST6GAL1_ITGA1
ST6GAL1_ITGA2
ST6GAL1_PLAUR
ST6GAL1_ITGA5
ST6GAL1_KDR
ST6GAL1_ITGA2B
ST6GAL1_LDLR
ST6GAL1_TLR2
ST6GAL1_VLDLR
ST6GAL1_TLR4
ST6GAL1_ACVR2B
ST6GAL1_ACVR1B
ST6GAL1_BMPR2
ST6GAL1_BMPR1A
ST6GAL1_BMPR1B
ST6GAL1_NRXN1
ST6GAL1_ITGA3
ST6GAL1_ACVR2A
ST6GAL1_GPC1
ST6GAL1_ITGA9
NTN1_PLXNA3
NTN1_PLXNA1
NTN1_NRP1
NTN1_NRP2
NTN1_ADRA2A
NTN1_MTNR1A
NTN1_GRM7
NTN1_EGFR
NTN1_MET
NTN1_ERBB4
NTN1_SORT1
NTN1_ITGAL
NTN1_ITGB2
NTN1_ITGAD
NTN1_FGFR2
NTN1_FGFR4
NTN1_FGFR1
NTN1_FGFR3
NTN1_VIPR1
NTN1_ADRB2
NTN1_TSHR
NTN1_EPHB6
NTN1_ERBB2
NTN1_EPHB3
NTN1_EPHB2
NTN1_EPHA6
NTN1_NOTCH1
NTN1_NOTCH4
NTN1_NOTCH2
NTN1_NOTCH3
NTN1_PLXNB2
NTN1_ITGB5
NTN1_ALK
NTN1_EPHA7
NTN1_EPHA1
NTN1_ITGA4
NTN1_CD44
NTN1_ITGB7
NTN1_IL6ST
NTN1_LRP2
NTN1_ITGB1
NTN1_COL13A1
NTN1_IGF2R
NTN1_LGR6
NTN1_LGR4
NTN1_LGR5
NTN1_LRP1
NTN1_SDC2
NTN1_DPP4
NTN1_FZD2
NTN1_FZD6
NTN1_ITGAM
NTN1_LRP6
NTN1_LRP5
NTN1_ACVR1
NTN1_ENG
NTN1_SMAD3
NTN1_ITGB3
NTN1_ITGB6
NTN1_ITGAV
NTN1_CAV1
NTN1_ITGB8
NTN1_CD36
NTN1_SDC1
NTN1_ST14
NTN1_ITGA7
NTN1_ITGA6
NTN1_ITGA1
NTN1_ITGA2
NTN1_PDGFRB
NTN1_PLAUR
NTN1_CSF1R
NTN1_RYK
NTN1_ROR2
NTN1_FZD1
NTN1_FZD7
NTN1_FZD8
NTN1_FZD5
NTN1_ITGA5
NTN1_CD93
NTN1_FLT4
NTN1_TMPRSS6
NTN1_ITGA8
NTN1_CD47
NTN1_KDR
NTN1_ITGA2B
NTN1_TNFRSF11B
NTN1_LDLR
NTN1_SELL
NTN1_SELP
NTN1_SDC4
NTN1_TFRC
NTN1_ERBB3
NTN1_VLDLR
NTN1_TLR4
NTN1_FZD4
NTN1_THBD
NTN1_TEK
NTN1_ABCA1
NTN1_ACVR2B
NTN1_ACVR1B
NTN1_BMPR2
NTN1_BMPR1A
NTN1_HJV
NTN1_BMPR1B
NTN1_RET
NTN1_SDC3
NTN1_CD46
NTN1_CR2
NTN1_ITGAX
NTN1_CR1
NTN1_SORL1
NTN1_LRP4
NTN1_GP1BA
NTN1_DSG2
NTN1_PLXNA4
NTN1_AXL
NTN1_NRCAM
NTN1_STAB2
NTN1_IGF1R
NTN1_PTPRF
NTN1_PTK7
NTN1_PTPRK
NTN1_FZD9
NTN1_ROBO2
NTN1_PLXND1
NTN1_ROBO1
NTN1_BOC
NTN1_CDON
NTN1_INSR
NTN1_NRXN1
NTN1_FLT1
NTN1_RECK
NTN1_ADGRL1
NTN1_TLR9
NTN1_TIE1
NTN1_NRXN3
NTN1_MDGA1
NTN1_MUSK
NTN1_PTPRZ1
NTN1_PTPRS
NTN1_CD163
NTN1_ADGRV1
NTN1_NTRK1
NTN1_PLXNB3
NTN1_SORCS2
NTN1_TFR2
NTN1_ITGA3
NTN1_NGFR
NTN1_ITGB4
NTN1_TGFBR3
NTN1_ACVR2A
NTN1_SMO
NTN1_NT5E
NTN1_PLXNC1
NTN1_APLP2
NTN1_MCAM
NTN1_GPC1
NTN1_ITGA9
NTN1_NRXN2
NTN1_PLXNB1
NTN1_ITGA10
SCT_CX3CR1
SCT_ADRA2A
SCT_MTNR1A
SCT_GRM7
SCT_EGFR
SCT_UTS2R
SCT_ITGB2
SCT_PRLHR
SCT_FGFR2
SCT_FGFR4
SCT_FGFR1
SCT_FGFR3
SCT_ADORA2B
SCT_ERBB2
SCT_ALK
SCT_CXCR4
SCT_CXCR2
SCT_LRP2
SCT_CNR1
SCT_ITGB1
SCT_AVPR2
SCT_AVPR1A
SCT_OXTR
SCT_LRP1
SCT_CCR2
SCT_SDC2
SCT_CCR4
SCT_DPP4
SCT_ACKR2
SCT_ACKR1
SCT_CCR8
SCT_LRP6
SCT_GPR25
SCT_SMAD3
SCT_ITGB3
SCT_ITGAV
SCT_CAV1
SCT_SDC1
SCT_NPFFR1
SCT_NPFFR2
SCT_RXFP2
SCT_RXFP1
SCT_FZD5
SCT_CCR1
SCT_CCR5
SCT_CCR10
SCT_CCR3
SCT_ACKR4
SCT_CXCR3
SCT_CCR9
SCT_CXCR1
SCT_IL2RG
SCT_LDLR
SCT_TLR2
SCT_SELL
SCT_SDC4
SCT_IL10RB
SCT_KLRK1
SCT_VLDLR
SCT_CALCR
SCT_TLR4
SCT_FZD4
SCT_RAMP1
SCT_ACVR2B
SCT_ACVR1B
SCT_BMPR1B
SCT_GFRA3
SCT_RET
SCT_SDC3
SCT_MTNR1B
SCT_SCARB1
SCT_GRPR
SCT_BRS3
SCT_NMBR
SCT_GALR2
SCT_IL1RL2
SCT_LMBR1L
SCT_NMUR1
SCT_RXFP4
SCT_GALR1
SCT_AGTR2
SCT_PTH2R
SCT_CRHR2
SCT_CRHR1
SCT_MC2R
SCT_CXCR5
SCT_SSTR5
SCT_SSTR2
SCT_SSTR3
SCT_MC4R
SCT_MC5R
SCT_HCRTR1
SCT_HCRTR2
SCT_CXCR6
SCT_TNFRSF25
SCT_OPRL1
SCT_RXFP3
SCT_CCRL2
SCT_CNTFR
SCT_TACR2
SCT_NPBWR2
SCT_NPBWR1
SCT_CCKBR
SCT_CALCRL
SCT_GLP1R
SCT_GIPR
SCT_NPY5R
SCT_NPY1R
SCT_NPY4R
SCT_LILRB2
SCT_MC1R
SCT_CD4
SCT_MLNR
SCT_GNRHR
SCT_KISS1R
SCT_OPRD1
SCT_ACVR2A
SCT_MC3R
SCT_CCR7
SCT_MCHR1
SCT_SSTR4
SCT_NMUR2
SCT_NPR3
SCT_MCHR2
SCT_TACR1
SCT_XCR1
SCT_GHRHR
SCT_NPY2R
FGF20_NRP1
FGF20_ADRA2A
FGF20_MTNR1A
FGF20_GRM7
FGF20_EGFR
FGF20_ERBB4
FGF20_CD44
FGF20_LRP2
FGF20_ITGB1
FGF20_LRP1
FGF20_SDC2
FGF20_LRP6
FGF20_ITGB3
FGF20_LDLR
CEACAM6_ERBB4
CEACAM6_ITGB2
CEACAM6_SELE
CEACAM6_FGFR2
CEACAM6_FGFR1
CEACAM6_ERBB2
CEACAM6_NOTCH1
CEACAM6_NOTCH2
CEACAM6_NOTCH3
CEACAM6_CD44
CEACAM6_LRP2
CEACAM6_ITGB1
CEACAM6_LRP1
CEACAM6_ITGAM
CEACAM6_ITGB3
CEACAM6_ITGAV
CEACAM6_LDLR
CEACAM6_SELL
THPO_ADRA2A
THPO_MTNR1A
THPO_GRM7
THPO_EGFR
THPO_TSHR
THPO_CD44
THPO_LRP2
THPO_ITGB1
THPO_LRP1
THPO_ITGB3
THPO_ITGAV
THPO_LDLR
THPO_SELL
THPO_TLR4
EFNB1_PLXNA1
EFNB1_NRP1
EFNB1_NRP2
EFNB1_ADRA2A
EFNB1_MTNR1A
EFNB1_GRM7
EFNB1_EGFR
EFNB1_MET
EFNB1_ERBB4
EFNB1_SORT1
EFNB1_ITGAL
EFNB1_ITGB2
EFNB1_ITGAD
EFNB1_FGFR2
EFNB1_FGFR4
EFNB1_FGFR1
EFNB1_FGFR3
EFNB1_UNC5B
EFNB1_UNC5C
EFNB1_PTH1R
EFNB1_ADCYAP1R1
EFNB1_RAMP2
EFNB1_VIPR1
EFNB1_GPR20
EFNB1_ADRB2
EFNB1_ADRB3
EFNB1_TSHR
EFNB1_NOTCH1
EFNB1_NOTCH4
EFNB1_NOTCH2
EFNB1_NOTCH3
EFNB1_ITGB5
EFNB1_ALK
EFNB1_EPHA7
EFNB1_EPHA10
EFNB1_EPHA3
EFNB1_EPHA1
EFNB1_EPHA5
EFNB1_EPHA2
EFNB1_ITGA4
EFNB1_CD44
EFNB1_ITGB7
EFNB1_IL6ST
EFNB1_LRP2
EFNB1_ITGB1
EFNB1_IGF2R
EFNB1_LGR4
EFNB1_LRP1
EFNB1_SDC2
EFNB1_DPP4
EFNB1_ITGAM
EFNB1_LRP6
EFNB1_LRP5
EFNB1_ACVR1
EFNB1_ENG
EFNB1_ITGB3
EFNB1_ITGB6
EFNB1_ITGAV
EFNB1_CAV1
EFNB1_ITGB8
EFNB1_SDC1
EFNB1_ST14
EFNB1_ITGA7
EFNB1_ITGA6
EFNB1_ITGA1
EFNB1_ITGA2
EFNB1_PDGFRB
EFNB1_PLAUR
EFNB1_CSF1R
EFNB1_ROR2
EFNB1_FZD5
EFNB1_ITGA5
EFNB1_CD93
EFNB1_FLT4
EFNB1_DDR2
EFNB1_DDR1
EFNB1_RHBDL2
EFNB1_ITGA8
EFNB1_KDR
EFNB1_ITGA2B
EFNB1_TNFRSF11B
EFNB1_LDLR
EFNB1_TLR2
EFNB1_SDC4
EFNB1_TFRC
EFNB1_ERBB3
EFNB1_VLDLR
EFNB1_F3
EFNB1_TLR4
EFNB1_THBD
EFNB1_TEK
EFNB1_ABCA1
EFNB1_ACVR2B
EFNB1_ACVR1B
EFNB1_GRM5
EFNB1_GRM1
EFNB1_BMPR2
EFNB1_BMPR1A
EFNB1_HJV
EFNB1_BMPR1B
EFNB1_RET
EFNB1_ITGAX
EFNB1_CR1
EFNB1_SORL1
EFNB1_LRP4
EFNB1_IL1RL2
EFNB1_IGF1R
EFNB1_PLXND1
EFNB1_INSR
EFNB1_ADCY8
EFNB1_NRXN1
EFNB1_FLT1
EFNB1_RECK
EFNB1_ADGRL1
EFNB1_SCUBE2
EFNB1_TLR9
EFNB1_TIE1
EFNB1_NRXN3
EFNB1_MDGA1
EFNB1_GRM4
EFNB1_ALOX5
EFNB1_LILRB2
EFNB1_ITGA3
EFNB1_EPHA8
EFNB1_NGFR
EFNB1_ITGB4
EFNB1_TGFBR3
EFNB1_ACVR2A
EFNB1_FLT3
EFNB1_PLXNC1
EFNB1_GPC1
EFNB1_ITGA9
EFNB1_NRXN2
EFNB1_MERTK
EFNB1_PLXNB1
EFNB1_ITGA10
DLL3_NRP1
DLL3_NRP2
DLL3_ADRA2A
DLL3_GRM7
DLL3_EGFR
DLL3_ERBB4
DLL3_ITGAL
DLL3_ITGB2
DLL3_FGFR2
DLL3_FGFR1
DLL3_ADRB2
DLL3_ERBB2
DLL3_ITGB5
DLL3_ITGA4
DLL3_CD44
DLL3_IL6ST
DLL3_LRP2
DLL3_ITGB1
DLL3_IGF2R
DLL3_LRP1
DLL3_ITGAM
DLL3_LRP6
DLL3_LRP5
DLL3_ACVR1
DLL3_ITGB3
DLL3_ITGB6
DLL3_ITGAV
DLL3_ITGB8
DLL3_SDC1
DLL3_ST14
DLL3_ITGA6
DLL3_ITGA1
DLL3_ITGA2
DLL3_ITGA5
DLL3_CD93
DLL3_FLT4
DLL3_ITGA8
DLL3_KDR
DLL3_ITGA2B
DLL3_LDLR
DLL3_ERBB3
DLL3_VLDLR
DLL3_ACVR2B
DLL3_ACVR1B
DLL3_BMPR2
DLL3_BMPR1B
DLL3_RET
DLL3_CR1
DLL3_SORL1
DLL3_INSR
DLL3_NRXN1
DLL3_ITGA3
DLL3_ITGB4
DLL3_ACVR2A
DLL3_GPC1
DLL3_ITGA9
SEMA4G_PLXNA3
SEMA4G_PLXNA1
SEMA4G_NRP1
SEMA4G_NRP2
SEMA4G_GRM7
SEMA4G_EGFR
SEMA4G_MET
SEMA4G_ERBB4
SEMA4G_ITGAL
SEMA4G_ITGB2
SEMA4G_ITGAD
SEMA4G_FGFR2
SEMA4G_FGFR4
SEMA4G_FGFR1
SEMA4G_FGFR3
SEMA4G_ERBB2
SEMA4G_EPHB2
SEMA4G_EPHA6
SEMA4G_NOTCH1
SEMA4G_NOTCH2
SEMA4G_NOTCH3
SEMA4G_ITGB5
SEMA4G_ITGA4
SEMA4G_CD44
SEMA4G_LRP2
SEMA4G_ITGB1
SEMA4G_LRP1
SEMA4G_SDC2
SEMA4G_ITGAM
SEMA4G_LRP6
SEMA4G_LRP5
SEMA4G_ITGB3
SEMA4G_ITGB6
SEMA4G_ITGAV
SEMA4G_SDC1
SEMA4G_ITGA7
SEMA4G_ITGA6
SEMA4G_ITGA1
SEMA4G_ITGA2
SEMA4G_ITGA5
SEMA4G_KDR
SEMA4G_ITGA2B
SEMA4G_LDLR
SEMA4G_SDC4
SEMA4G_ERBB3
SEMA4G_VLDLR
SEMA4G_ABCA1
SEMA4G_ACVR2B
SEMA4G_BMPR2
SEMA4G_BMPR1A
SEMA4G_BMPR1B
SEMA4G_PLXND1
SEMA4G_CDON
SEMA4G_NRXN1
SEMA4G_NRXN3
SEMA4G_PTPRS
SEMA4G_PLXNB3
SEMA4G_ITGA3
SEMA4G_ITGB4
SEMA4G_ACVR2A
SEMA4G_GPC1
SEMA4G_ITGA9
SEMA4G_NRXN2
SEMA4G_PLXNB1
VCL_PLXNA1
VCL_NRP1
VCL_NRP2
VCL_ADRA2A
VCL_MTNR1A
VCL_GRM7
VCL_EGFR
VCL_MET
VCL_ERBB4
VCL_SORT1
VCL_ITGAL
VCL_ITGB2
VCL_ITGAD
VCL_FGFR2
VCL_FGFR4
VCL_FGFR1
VCL_FGFR3
VCL_DCC
VCL_ADRB2
VCL_TSHR
VCL_ERBB2
VCL_EPHB2
VCL_EPHA6
VCL_NOTCH1
VCL_NOTCH2
VCL_NOTCH3
VCL_ITGA4
VCL_CD44
VCL_LRP2
VCL_ITGB1
VCL_IGF2R
VCL_LGR4
VCL_LRP1
VCL_SDC2
VCL_DPP4
VCL_ITGAM
VCL_LRP6
VCL_LRP5
VCL_ACVR1
VCL_ITGB3
VCL_ITGB6
VCL_ITGAV
VCL_CAV1
VCL_ITGB8
VCL_SDC1
