KRCC1,1252,595,2068,322,515,95,126,38,65,6,61,26,52,13
SYTL5,1252,46,2068,9,515,1,126,1,65,0,61,1,52,1
PRND,1252,535,2068,1298,515,306,126,83,65,32,61,26,52,25
PIGL,1252,210,2068,256,515,65,126,11,65,13,61,10,52,5
MOB1B,1252,799,2068,1471,515,330,126,92,65,37,61,35,52,35
HUS1,1252,897,2068,1475,515,346,126,89,65,45,61,32,52,33
DNAJC30,1252,557,2068,678,515,136,126,38,65,19,61,21,52,16
HID1,1252,107,2068,39,515,11,126,0,65,38,61,0,52,0
UIMC1,1252,364,2068,448,515,129,126,22,65,19,61,21,52,12
FXYD2,1252,2,2068,29,515,2,126,2,65,3,61,0,52,0
C17orf77,1252,412,2068,1079,515,236,126,63,65,34,61,19,52,25
ZNF667,1252,595,2068,1388,515,312,126,86,65,38,61,31,52,30
PTGES3L-AARSD1,1252,19,2068,2,515,1,126,0,65,0,61,0,52,0
ZCCHC12,1252,3,2068,20,515,1,126,1,65,0,61,0,52,0
TFEC,1252,9,2068,22,515,21,126,68,65,0,61,0,52,0
ATP7B,1252,89,2068,23,515,2,126,1,65,6,61,5,52,0
C2orf78,1252,5,2068,17,515,6,126,1,65,0,61,1,52,0
POLD2,1252,822,2068,288,515,77,126,23,65,18,61,33,52,5
ABCC6P1,1252,5,2068,31,515,1,126,0,65,0,61,0,52,0
MIR3180-3,1252,0,2068,0,515,0,126,0,65,0,61,0,52,0
